date,id,name,y_items,y_actual_cost,x_items,x_actual_cost
01/10/2018,Y58,SOUTH WEST COMMISSIONING REGION,670429,1602847.7,0,0
01/10/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,751093,1780721.92,0,0
01/10/2018,Y59,SOUTH EAST COMMISSIONING REGION,863360,2473275.24,0,0
01/10/2018,Y62,NORTH WEST COMMISSIONING REGION,960724,2265071.97,0,0
01/10/2018,Y60,MIDLANDS COMMISSIONING REGION,1163579,2742424.17,0,0
01/10/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1235810,2565529.77,0,0
01/11/2018,Y56,LONDON COMMISSIONING REGION,543334,1429877.56,0,0
01/11/2018,Y58,SOUTH WEST COMMISSIONING REGION,659151,1555921.45,0,0
01/11/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,739883,1741753.27,0,0
01/11/2018,Y59,SOUTH EAST COMMISSIONING REGION,840081,2420393.13,0,0
01/11/2018,Y62,NORTH WEST COMMISSIONING REGION,943673,2195512.48,0,0
01/11/2018,Y60,MIDLANDS COMMISSIONING REGION,1134484,2680817.31,0,0
01/11/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1208973,2463784.84,0,0
01/12/2018,Y56,LONDON COMMISSIONING REGION,533987,1437952.95,0,0
01/12/2018,Y58,SOUTH WEST COMMISSIONING REGION,657360,1605475.79,0,0
01/12/2018,Y61,EAST OF ENGLAND COMMISSIONING REGION,738131,1798240.4,0,0
01/12/2018,Y59,SOUTH EAST COMMISSIONING REGION,841093,2482050.65,0,0
01/12/2018,Y62,NORTH WEST COMMISSIONING REGION,917145,2225356.71,0,0
01/12/2018,Y60,MIDLANDS COMMISSIONING REGION,1124620,2761556.04,0,0
01/12/2018,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1197120,2540644.11,0,0
01/01/2019,Y56,LONDON COMMISSIONING REGION,566226,1474097.75,0,0
01/01/2019,Y58,SOUTH WEST COMMISSIONING REGION,675356,1580881.88,0,0
01/01/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,758349,1758948.96,0,0
01/01/2019,Y59,SOUTH EAST COMMISSIONING REGION,865383,2433667.39,0,0
01/01/2019,Y62,NORTH WEST COMMISSIONING REGION,959248,2143164.62,0,0
01/01/2019,Y60,MIDLANDS COMMISSIONING REGION,1172195,2695694.92,0,0
01/01/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1246788,2490509.93,0,0
01/02/2019,Y56,LONDON COMMISSIONING REGION,511902,1295287.39,0,0
01/02/2019,Y58,SOUTH WEST COMMISSIONING REGION,611423,1396973.82,0,0
01/02/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,688656,1575162.47,0,0
01/02/2019,Y59,SOUTH EAST COMMISSIONING REGION,781281,2161711.1,0,0
01/02/2019,Y62,NORTH WEST COMMISSIONING REGION,865847,1945157.12,0,0
01/02/2019,Y60,MIDLANDS COMMISSIONING REGION,1059390,2404074.02,0,0
01/02/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1128670,2242211.02,0,0
01/03/2019,Y56,LONDON COMMISSIONING REGION,553391,1420194.86,0,0
01/03/2019,Y58,SOUTH WEST COMMISSIONING REGION,662613,1528547.94,0,0
01/03/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,749380,1702779.01,0,0
01/03/2019,Y59,SOUTH EAST COMMISSIONING REGION,849099,2384764.62,0,0
01/03/2019,Y62,NORTH WEST COMMISSIONING REGION,936479,2080670.81,0,0
01/03/2019,Y60,MIDLANDS COMMISSIONING REGION,1145893,2598531.14,0,0
01/03/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1219931,2391100.53,0,0
01/04/2019,Y56,LONDON COMMISSIONING REGION,539022,1435928.87,0,0
01/04/2019,Y58,SOUTH WEST COMMISSIONING REGION,645899,1583011.71,0,0
01/04/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,735911,1782976.68,0,0
01/04/2019,Y59,SOUTH EAST COMMISSIONING REGION,830202,2459915.46,0,0
01/04/2019,Y62,NORTH WEST COMMISSIONING REGION,927728,2225945.17,0,0
01/04/2019,Y60,MIDLANDS COMMISSIONING REGION,1121862,2749494.94,0,0
01/04/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1200702,2543724.2,0,0
01/05/2019,Y56,LONDON COMMISSIONING REGION,582854,1578577.37,0,0
01/05/2019,Y58,SOUTH WEST COMMISSIONING REGION,689713,1661795.42,0,0
01/05/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,784973,1884126.27,0,0
01/05/2019,Y59,SOUTH EAST COMMISSIONING REGION,884425,2642725.91,0,0
01/05/2019,Y62,NORTH WEST COMMISSIONING REGION,989485,2323703.07,0,0
01/05/2019,Y60,MIDLANDS COMMISSIONING REGION,1204953,2901401.28,0,0
01/05/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1276566,2624299.73,0,0
01/06/2019,Y56,LONDON COMMISSIONING REGION,541264,1425859.27,0,0
01/06/2019,Y58,SOUTH WEST COMMISSIONING REGION,645431,1554115.44,0,0
01/06/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,732866,1726640.21,0,0
01/06/2019,Y59,SOUTH EAST COMMISSIONING REGION,827377,2439174.41,0,0
01/06/2019,Y62,NORTH WEST COMMISSIONING REGION,914721,2116967.54,0,0
01/06/2019,Y60,MIDLANDS COMMISSIONING REGION,1124207,2660984.3,0,0
01/06/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1196745,2443370.44,0,0
01/07/2019,Y56,LONDON COMMISSIONING REGION,578089,1517387.71,0,0
01/07/2019,Y58,SOUTH WEST COMMISSIONING REGION,644986,1552332.98,0,0
01/07/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,757562,1773974.4,0,0
01/07/2019,Y59,SOUTH EAST COMMISSIONING REGION,846580,2499688.49,0,0
01/07/2019,Y62,NORTH WEST COMMISSIONING REGION,955523,2203519.75,0,0
01/07/2019,Y60,MIDLANDS COMMISSIONING REGION,1158833,2735885.65,0,0
01/07/2019,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,1220366,2494653.89,0,0
01/08/2019,Y56,LONDON COMMISSIONING REGION,561896,1576441.74,0,0
01/08/2019,Y58,SOUTH WEST COMMISSIONING REGION,706842,1846883.84,0,0
01/08/2019,Y61,EAST OF ENGLAND COMMISSIONING REGION,785944,2004975.7,0,0
01/08/2019,Y59,SOUTH EAST COMMISSIONING REGION,898930,2861093.59,0,0
01/08/2019,Y62,NORTH WEST COMMISSIONING REGION,992521,2511131.33,0,0
